Transactional Type,Education Level,Region, Age (6-11),Age(12-15),Age(15-19),Age(20-24),Age(25-29),Age(30-34),Age(35-39),Age(40-44),Age(45-49),Age(50-54),Age(55-59),Age(60-64),Age(65-69),Age(70-74),Age(75-79),Age(80-84),Age(85-89)
Used Mobile Phone,Postgraduate Certificate/Diploma,Northern,0,0,0,3126,4721,3280,1779,866,453,251,218,241,128,54,18,7,3
Used Mobile Phone,Postgraduate Certificate/Diploma,Savannah,0,0,0,746,1005,627,313,117,89,54,43,54,27,4,2,1,1
Used Mobile Phone,Postgraduate Certificate/Diploma,North East,0,0,0,909,1592,861,405,143,65,35,46,45,27,14,6,3,0
Used Mobile Phone,Postgraduate Certificate/Diploma,Upper East,0,0,0,1139,2845,2258,1089,373,180,103,136,133,88,48,12,7,1
Used Mobile Phone,Postgraduate Certificate/Diploma,Upper West,0,0,0,1443,2727,1972,929,314,166,95,107,119,91,44,16,9,2
Used Mobile Phone,Master’s Degree,Western,0,0,0,171,646,1337,1676,1293,999,639,413,302,128,68,29,6,5
Used Mobile Phone,Master’s Degree,Central,0,0,0,283,1437,2313,2858,2320,1753,1023,723,449,236,153,57,22,12
Used Mobile Phone,Master’s Degree,Greater Accra,0,0,0,1600,8566,15043,16308,12729,9254,6346,4307,3252,1919,957,440,208,66
Used Mobile Phone,Master’s Degree,Volta,0,0,0,96,341,844,1215,1023,849,563,371,311,211,112,66,23,8
Used Mobile Phone,Master’s Degree,Eastern,0,0,0,135,670,1645,2462,2122,1499,953,629,469,225,129,59,25,17
Used Mobile Phone,Master’s Degree,Ashanti,0,0,0,951,2794,4442,5010,4041,2907,1808,1129,875,467,267,120,44,19
Used Mobile Phone,Master’s Degree,Western North,0,0,0,40,130,276,364,257,154,113,70,40,13,11,3,1,1
Used Mobile Phone,Master’s Degree,Ahafo,0,0,0,41,96,263,331,228,159,97,63,43,21,10,4,0,1
Used Mobile Phone,Master’s Degree,Bono,0,0,0,116,343,810,1050,788,564,287,213,191,82,45,14,6,0
Used Mobile Phone,Master’s Degree,Bono East,0,0,0,60,133,443,556,462,306,172,124,83,44,31,8,2,0
Used Mobile Phone,Master’s Degree,Oti,0,0,0,15,51,164,224,164,154,87,78,48,29,13,6,4,2
Used Mobile Phone,Master’s Degree,Northern,0,0,0,170,612,1293,1701,1417,1070,529,315,276,114,56,15,3,0
Used Mobile Phone,Master’s Degree,Savannah,0,0,0,16,63,148,187,117,126,64,41,22,15,5,0,0,1
Used Mobile Phone,Master’s Degree,North East,0,0,0,24,58,137,162,117,72,53,23,13,8,2,3,0,2
Used Mobile Phone,Master’s Degree,Upper East,0,0,0,54,226,529,797,766,565,275,177,118,77,26,9,1,1
Used Mobile Phone,Master’s Degree,Upper West,0,0,0,43,193,473,775,605,430,224,160,123,59,31,11,1,0
Used Mobile Phone,Doctorate (PhD),Western,0,0,0,55,121,159,200,141,126,88,69,43,25,18,11,9,1
Used Mobile Phone,Doctorate (PhD),Central,0,0,0,25,107,283,384,436,374,277,234,147,84,60,25,16,4
Used Mobile Phone,Doctorate (PhD),Greater Accra,0,0,0,129,604,1094,1314,1387,1273,1102,874,699,499,299,154,89,34
Used Mobile Phone,Doctorate (PhD),Volta,0,0,0,18,73,78,114,118,123,89,79,80,44,29,15,5,6
Used Mobile Phone,Doctorate (PhD),Eastern,0,0,0,39,86,172,207,220,177,128,105,96,68,40,24,10,3
Used Mobile Phone,Doctorate (PhD),Ashanti,0,0,0,74,283,538,636,668,543,449,336,259,177,86,57,22,14
Used Mobile Phone,Doctorate (PhD),Western North,0,0,0,4,32,36,28,19,23,14,4,8,3,4,2,0,0
Used Mobile Phone,Doctorate (PhD),Ahafo,0,0,0,2,27,24,33,17,15,17,12,7,4,2,2,0,0
Used Mobile Phone,Doctorate (PhD),Bono,0,0,0,20,45,108,131,108,98,77,37,26,20,10,4,6,3
Used Mobile Phone,Doctorate (PhD),Bono East,0,0,0,6,22,45,57,27,37,23,11,13,6,3,4,2,0
Used Mobile Phone,Doctorate (PhD),Oti,0,0,0,5,15,17,21,18,10,15,13,6,6,3,0,3,0
Used Mobile Phone,Doctorate (PhD),Northern,0,0,0,41,112,131,223,224,198,133,72,56,23,10,8,2,3
Used Mobile Phone,Doctorate (PhD),Savannah,0,0,0,3,8,19,9,9,8,6,2,4,0,2,0,0,0
Used Mobile Phone,Doctorate (PhD),North East,0,0,0,5,10,10,9,21,8,8,6,2,1,2,1,0,1
Used Mobile Phone,Doctorate (PhD),Upper East,0,0,0,15,51,77,80,76,88,51,29,26,9,3,2,0,0
Used Mobile Phone,Doctorate (PhD),Upper West,0,0,0,7,30,55,92,89,92,47,19,21,8,9,2,3,0
Used Mobile Phone,No Formal Education,Western,268,210,2381,8326,12661,15448,16251,14191,12456,9666,6727,5170,3062,2221,1415,847,417
Mobile money only,No Formal Education,Central,234,196,2007,6697,11030,15039,19137,19237,19169,16539,12641,11094,7316,5932,4005,2746,1233
Mobile money only,No Formal Education,Greater Accra,421,343,3868,14744,24527,32487,34839,31223,26933,20834,14368,11886,7283,5481,3440,2109,1047
Mobile money only,No Formal Education,Volta,127,87,904,3313,5383,7832,9192,9205,9477,8976,7052,6277,4222,3635,2796,2430,1358
Mobile money only,No Formal Education,Eastern,255,168,1810,5704,9319,13072,16164,16148,15473,13705,10639,9144,6234,5419,3623,2899,1702
Mobile money only,No Formal Education,Ashanti,311,330,4332,15230,24976,33116,37819,35883,32999,27565,19466,16211,10390,9698,6402,4569,2405
Mobile money only,No Formal Education,Western North,90,70,1340,4350,6421,8637,9604,8774,7321,6031,3937,2954,1521,1067,666,398,197
Mobile money only,No Formal Education,Ahafo,103,54,574,2044,3043,4312,4847,4500,4062,3483,2458,1921,1161,1054,707,509,317
Mobile money only,No Formal Education,Bono,170,136,1435,4500,6241,8292,9257,9133,8321,7570,5956,5078,3076,2408,1639,1289,864
Mobile money only,No Formal Education,Bono East,373,305,2823,7859,10412,12872,13270,11992,10154,8228,5573,4394,2533,1913,1453,1146,704
Mobile money only,No Formal Education,Oti,460,325,1752,4342,5807,7200,7241,6759,5353,4359,3019,2392,1430,1162,816,658,372
Mobile money only,No Formal Education,Northern,2191,1338,8038,22759,30467,36415,31219,30815,21376,17249,9286,9542,5105,4787,3222,2376,816
Mobile money only,No Formal Education,Savannah,860,524,2828,7011,8393,9759,7784,7118,4870,3822,2230,2077,1109,987,627,452,163
Mobile money only,No Formal Education,North East,967,711,3623,7523,8795,10522,8840,8079,5648,4583,2692,2478,1349,1281,934,658,331
Mobile money only,No Formal Education,Upper East,732,678,4352,10842,15033,19504,20092,19989,16625,14046,9296,7947,4728,4264,3666,2829,1425
Mobile money only,No Formal Education,Upper West,489,394,2633,7002,9290,11213,10796,10136,8044,6605,4442,3753,2149,1663,1080,776,487
Mobile money only,Nursery / Pre-School,Western,0,0,1,9,24,33,19,12,16,9,5,3,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Central,0,0,1,12,19,18,33,26,35,15,15,1,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Greater Accra,1,0,4,27,43,68,59,52,50,34,25,4,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Volta,0,0,0,8,7,12,9,16,9,10,14,2,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Eastern,2,1,2,12,13,21,23,30,20,16,17,0,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Ashanti,1,0,1,12,37,40,42,54,36,28,16,6,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Western North,0,1,1,5,6,11,10,4,6,10,3,3,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Ahafo,0,0,1,3,6,1,6,3,3,4,1,1,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Bono,0,0,0,1,4,5,8,3,5,1,3,0,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Bono East,0,0,3,10,3,14,7,10,5,4,4,1,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Oti,1,0,2,2,5,3,3,2,6,6,3,0,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Northern,3,0,12,22,24,42,12,12,6,7,4,1,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Savannah,3,0,1,4,11,11,7,3,8,4,1,0,0,0,0,0,0
Mobile money only,Nursery / Pre-School,North East,1,1,5,7,5,4,5,3,2,2,0,0,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Upper East,0,2,3,6,19,11,7,9,3,6,2,0,0,0,0,0,0
Mobile money only,Nursery / Pre-School,Upper West,0,0,0,8,14,6,6,7,3,4,0,1,0,0,0,0,0
Mobile money only,Kindergarten,Western,749,0,9,23,41,48,20,32,19,12,7,2,0,0,0,0,0
Mobile money only,Kindergarten,Central,1284,4,13,37,58,75,100,58,69,35,35,8,0,0,0,0,0
Mobile money only,Kindergarten,Greater Accra,1851,4,13,53,69,100,101,92,82,49,26,7,0,0,0,0,0
Mobile money only,Kindergarten,Volta,482,1,9,22,42,40,43,47,53,45,37,10,0,0,0,0,0
Mobile money only,Kindergarten,Eastern,958,2,8,50,50,71,71,74,43,32,34,10,0,0,0,0,0
Mobile money only,Kindergarten,Ashanti,1914,2,24,85,115,155,165,135,96,70,61,17,0,0,0,0,0
Mobile money only,Kindergarten,Western North,240,0,4,13,15,20,21,18,4,9,6,2,0,0,0,0,0
Mobile money only,Kindergarten,Ahafo,247,1,5,7,13,13,14,13,9,7,7,1,0,0,0,0,0
Mobile money only,Kindergarten,Bono,484,4,8,25,4,16,24,20,11,15,5,0,0,0,0,0,0
Mobile money only,Kindergarten,Bono East,395,3,24,40,39,36,33,30,18,7,6,0,0,0,0,0,0
Mobile money only,Kindergarten,Oti,266,3,6,9,7,15,10,14,7,7,3,0,0,0,0,0,0
Mobile money only,Kindergarten,Northern,375,1,14,18,24,28,10,6,8,6,2,1,0,0,0,0,0
Mobile money only,Kindergarten,Savannah,99,0,2,13,8,14,5,3,1,2,0,0,0,0,0,0,0
Mobile money only,Kindergarten,North East,150,8,7,5,8,7,5,3,0,0,0,0,0,0,0,0,0
Mobile money only,Kindergarten,Upper East,336,0,6,27,30,35,13,13,6,10,6,0,0,0,0,0,0
Mobile money only,Kindergarten,Upper West,178,3,14,14,19,17,13,9,10,3,4,0,0,0,0,0,0
Mobile money only,Primary School,Western,8337,4184,2719,6731,7679,7697,7936,5706,4976,3475,2170,1574,873,442,231,91,38
Mobile money only,Primary School,Central,15582,8639,3625,8899,10644,11560,13309,10850,10061,7599,5240,4160,2621,1436,769,351,155
Mobile money only,Primary School,Greater Accra,23096,9776,4957,13295,18378,22247,23829,19404,16222,11435,7176,5024,2732,1616,779,367,151
Mobile money only,Primary School,Volta,5387,3303,1955,5788,7683,8879,9047,7150,6463,5325,4027,3192,2308,1469,975,707,334
Mobile money only,Primary School,Eastern,11685,7158,3847,9474,11498,12783,15079,12623,11272,8732,6365,5100,3399,2073,1220,640,306
Mobile money only,Primary School,Ashanti,23896,10621,6414,15756,19148,21224,23473,19004,16382,11971,8373,6348,3600,2231,1227,664,271
Mobile money only,Primary School,Western North,2756,1368,1273,2771,3185,3336,3390,2387,2072,1506,1027,685,392,217,77,45,17
Mobile money only,Primary School,Ahafo,2685,1313,866,1902,2029,2173,2283,1837,1545,1152,870,677,423,222,111,79,34
Mobile money only,Primary School,Bono,5409,2584,1891,3844,3827,4209,4294,3108,2601,2024,1418,1128,725,332,196,96,53
Mobile money only,Primary School,Bono East,3809,2086,2795,6018,5663,5088,4547,3161,2456,1728,1142,887,502,254,141,69,33
Mobile money only,Primary School,Oti,2512,1581,1387,2831,2676,2707,2572,1914,1551,1169,834,650,456,285,164,110,43
Mobile money only,Primary School,Northern,5649,2851,2627,5131,4840,4291,3132,2177,1407,885,442,396,216,120,52,40,20
Mobile money only,Primary School,Savannah,1171,581,957,1746,1452,1081,781,473,309,221,98,99,60,42,24,12,1
Mobile money only,Primary School,North East,2047,1041,1053,1512,1261,1020,815,482,314,202,105,107,55,36,21,7,6
Mobile money only,Primary School,Upper East,4886,2894,3653,6443,6633,5904,4692,3092,2252,1408,826,567,365,236,132,114,37
Mobile money only,Primary School,Upper West,2179,1360,2056,3955,3389,2597,2039,1200,766,512,339,244,177,97,51,23,9
Mobile money only,Junior High School,Western,302,5960,23918,33387,37589,35887,32873,23559,12269,3560,1677,0,0,0,0,0,0
Mobile money only,Junior High School,Central,390,11067,38979,52530,58176,56213,54626,39335,21378,5785,2662,0,0,0,0,0,0
Mobile money only,Junior High School,Greater Accra,805,20573,51196,75134,99441,113380,115859,85677,44018,13647,6799,0,0,0,0,0,0
Mobile money only,Junior High School,Volta,126,3580,17803,22393,25791,26439,26160,19930,11997,3692,1817,0,0,0,0,0,0
Mobile money only,Junior High School,Eastern,265,8724,34964,46437,56056,56071,56611,42182,22679,6074,2936,0,0,0,0,0,0
Mobile money only,Junior High School,Ashanti,628,18558,57947,85299,97419,96937,101505,77017,39041,11189,5509,0,0,0,0,0,0
Mobile money only,Junior High School,Western North,118,1742,9732,13248,12838,11067,11957,8384,4396,1231,586,0,0,0,0,0,0
Mobile money only,Junior High School,Ahafo,46,1705,7255,8940,9106,8106,8399,6682,3565,1050,531,0,0,0,0,0,0
Mobile money only,Junior High School,Bono,146,3518,14153,16789,16972,16523,17577,13765,7406,1882,992,0,0,0,0,0,0
Mobile money only,Junior High School,Bono East,110,2053,12787,15834,14945,12129,11509,8808,4550,1287,560,0,0,0,0,0,0
Mobile money only,Junior High School,Oti,64,1351,7744,8127,7464,6160,6389,4827,2663,731,334,0,0,0,0,0,0
Mobile money only,Junior High School,Northern,360,2873,16154,13441,11637,8896,6479,4263,2043,868,370,0,0,0,0,0,0
Mobile money only,Junior High School,Savannah,89,562,4143,3841,3275,2157,1482,835,473,194,90,0,0,0,0,0,0
Mobile money only,Junior High School,North East,114,879,4920,3778,2536,1685,1191,796,364,178,64,0,0,0,0,0,0
Mobile money only,Junior High School,Upper East,173,2416,15711,14712,11429,7405,5214,2948,1427,680,344,0,0,0,0,0,0
Mobile money only,Junior High School,Upper West,80,950,8128,8600,6672,4290,3323,2056,1002,418,197,0,0,0,0,0,0
Mobile money only,Middle School,Western,0,0,0,0,0,0,0,0,6154,13898,11030,9841,5476,2826,1314,509,171
Mobile money only,Middle School,Central,0,0,0,0,0,0,0,0,9761,22213,18811,17778,10672,6010,2599,1247,428
Mobile money only,Middle School,Greater Accra,0,0,0,0,0,0,0,0,22548,46281,35475,31704,17559,9843,4528,1963,725
Mobile money only,Middle School,Volta,0,0,0,0,0,0,0,0,4880,13259,13504,12653,8338,5116,2653,1418,551
Mobile money only,Middle School,Eastern,0,0,0,0,0,0,0,0,12918,30522,27982,25773,16237,9528,4320,2374,973
Mobile money only,Middle School,Ashanti,0,0,0,0,0,0,0,0,23612,49197,40537,38435,22112,11262,4827,2530,1008
Mobile money only,Middle School,Western North,0,0,0,0,0,0,0,0,2160,4958,4061,3748,1985,965,371,183,52
Mobile money only,Middle School,Ahafo,0,0,0,0,0,0,0,0,1920,4332,3614,3362,1904,1013,382,180,91
Mobile money only,Middle School,Bono,0,0,0,0,0,0,0,0,3361,7643,6825,6245,3734,1803,732,386,175
Mobile money only,Middle School,Bono East,0,0,0,0,0,0,0,0,1853,4437,3704,3503,2115,1027,420,186,97
Mobile money only,Middle School,Oti,0,0,0,0,0,0,0,0,1256,3055,3048,2929,1906,1093,459,252,100
Mobile money only,Middle School,Northern,0,0,0,0,0,0,0,0,423,1100,872,1089,535,330,117,64,13
Mobile money only,Middle School,Savannah,0,0,0,0,0,0,0,0,106,289,255,260,154,74,33,8,3
Mobile money only,Middle School,North East,0,0,0,0,0,0,0,0,62,168,132,209,108,71,24,17,4
Mobile money only,Middle School,Upper East,0,0,0,0,0,0,0,0,373,943,882,1045,541,307,140,73,20
Mobile money only,Middle School,Upper West,0,0,0,0,0,0,0,0,236,599,557,725,493,226,90,39,19
Mobile money only,Senior High School,Western,0,376,35865,44101,33728,22866,14022,9496,4988,476,0,0,0,0,0,0,0
Mobile money only,Senior High School,Central,0,698,63222,67586,48043,31570,19705,13057,6822,736,0,0,0,0,0,0,0
Mobile money only,Senior High School,Greater Accra,0,1430,95064,165028,145658,110309,76998,53971,26969,2842,0,0,0,0,0,0,0
Mobile money only,Senior High School,Volta,0,307,29866,33514,21884,14570,9390,7087,4511,509,0,0,0,0,0,0,0
Mobile money only,Senior High School,Eastern,0,560,66306,65415,41734,27799,18891,13626,7065,652,0,0,0,0,0,0,0
Mobile money only,Senior High School,Ashanti,0,1220,136144,151011,101891,66058,42255,29962,14340,1625,0,0,0,0,0,0,0
Mobile money only,Senior High School,Western North,0,143,11881,18723,13206,7680,4277,2871,1612,157,0,0,0,0,0,0,0
Mobile money only,Senior High School,Ahafo,0,94,11565,13091,7813,4790,2887,2084,1208,115,0,0,0,0,0,0,0
Mobile money only,Senior High School,Bono,0,263,25755,33553,21394,13521,8443,5293,3074,292,0,0,0,0,0,0,0
Mobile money only,Senior High School,Bono East,0,151,17172,27340,17362,9162,5497,3498,2069,213,0,0,0,0,0,0,0
Mobile money only,Senior High School,Oti,0,91,9552,12260,7725,4005,2302,1726,1139,105,0,0,0,0,0,0,0
Mobile money only,Senior High School,Northern,0,462,25320,40604,25626,12858,7241,4818,2546,366,0,0,0,0,0,0,0
Mobile money only,Senior High School,Savannah,0,97,4890,8835,5732,2532,1331,895,454,66,0,0,0,0,0,0,0
Mobile money only,Senior High School,North East,0,138,7113,10879,6530,2409,1245,800,483,56,0,0,0,0,0,0,0
Mobile money only,Senior High School,Upper East,0,162,18687,26949,15727,6999,3819,2593,1402,144,0,0,0,0,0,0,0
Mobile money only,Senior High School,Upper West,0,83,8523,15077,9670,4257,2328,1793,1129,104,0,0,0,0,0,0,0
Mobile money only,Secondary School,Western,0,7,543,986,984,1366,1264,2602,4616,3019,2472,1724,1540,794,346,149,51
Mobile money only,Secondary School,Central,0,17,669,1020,951,1139,1163,3306,6009,3876,3157,2313,2303,1250,535,243,85
Mobile money only,Secondary School,Greater Accra,6,59,1786,3556,4345,6875,7612,14203,21539,18915,14959,10945,8492,4690,1957,882,346
Mobile money only,Secondary School,Volta,0,10,402,577,566,640,654,1528,2634,2260,1795,1376,1477,805,344,196,79
Mobile money only,Secondary School,Eastern,1,11,686,922,835,1132,1123,3647,6949,4046,3449,2894,2964,1577,773,422,165
Mobile money only,Secondary School,Ashanti,3,13,1145,1954,1844,2486,2823,7954,14943,9362,7501,5557,5320,2815,1140,569,208
Mobile money only,Secondary School,Western North,0,1,298,491,356,349,315,764,1331,762,631,464,363,199,69,36,10
Mobile money only,Secondary School,Ahafo,0,3,159,242,170,217,226,553,1138,713,576,421,447,208,99,53,28
Mobile money only,Secondary School,Bono,1,6,208,485,419,567,552,1250,2380,1817,1333,945,915,458,203,76,36
Mobile money only,Secondary School,Bono East,0,2,197,416,355,334,300,707,1236,937,704,475,453,204,76,43,16
Mobile money only,Secondary School,Oti,1,2,124,295,204,175,190,409,725,527,469,336,297,189,78,47,18
Mobile money only,Secondary School,Northern,4,13,525,850,730,648,537,670,708,980,674,593,422,238,99,49,16
Mobile money only,Secondary School,Savannah,1,3,85,245,257,156,115,164,167,205,142,104,80,44,22,12,5
Mobile money only,Secondary School,North East,2,4,137,213,173,120,98,122,145,181,121,78,95,37,27,16,2
Mobile money only,Secondary School,Upper East,0,11,474,533,448,330,247,348,461,523,421,261,276,139,64,42,15
Mobile money only,Secondary School,Upper West,0,4,88,316,236,211,172,245,316,396,285,199,193,106,51,19,15
Mobile money only,Vocational / Technical / Commercial,Western,0,6,1226,2613,3064,3146,3098,1851,1416,925,897,792,502,209,123,49,10
Mobile money only,Vocational / Technical / Commercial,Central,0,12,2103,3411,3085,3390,3710,2699,2046,1712,1629,1508,918,470,188,89,35
Mobile money only,Vocational / Technical / Commercial,Greater Accra,0,12,1713,7789,10866,13487,14817,12759,9986,7947,7160,6226,3857,1980,915,386,127
Mobile money only,Vocational / Technical / Commercial,Volta,0,10,2292,2890,1957,1483,1443,1107,1171,1095,1121,986,674,305,198,83,33
Mobile money only,Vocational / Technical / Commercial,Eastern,0,12,1489,2229,2257,2330,2587,2033,1818,1614,1815,2009,1307,613,294,143,55
Mobile money only,Vocational / Technical / Commercial,Ashanti,0,15,1030,2970,4095,4348,5003,3580,2730,2288,2190,1898,1236,594,300,129,31
Mobile money only,Vocational / Technical / Commercial,Western North,0,0,45,179,402,328,346,243,179,153,130,115,72,34,8,6,0
Mobile money only,Vocational / Technical / Commercial,Ahafo,0,2,120,373,411,416,399,267,197,141,158,123,73,29,13,4,2
Mobile money only,Vocational / Technical / Commercial,Bono,0,0,335,734,904,784,902,696,594,429,366,293,155,60,37,12,1
Mobile money only,Vocational / Technical / Commercial,Bono East,0,2,285,382,613,340,352,209,227,200,178,144,85,40,12,4,2
Mobile money only,Vocational / Technical / Commercial,Oti,0,3,227,327,370,235,189,168,184,166,121,128,96,62,28,8,5
Mobile money only,Vocational / Technical / Commercial,Northern,0,7,361,734,1348,626,472,367,245,179,123,96,69,30,9,1,0
Mobile money only,Vocational / Technical / Commercial,Savannah,0,2,46,103,237,100,64,36,29,17,20,12,4,2,2,0,0
Mobile money only,Vocational / Technical / Commercial,North East,0,1,92,133,274,98,58,30,21,15,9,10,7,1,2,0,0
Mobile money only,Vocational / Technical / Commercial,Upper East,0,2,701,879,729,430,371,233,193,142,103,91,33,22,7,1,1
Mobile money only,Vocational / Technical / Commercial,Upper West,0,4,568,784,686,516,373,228,197,136,85,62,38,17,2,2,1
Mobile money only,Post-Secondary Certificate,Western,0,0,25,178,414,599,339,457,551,523,440,372,262,189,82,40,12
Mobile money only,Post-Secondary Certificate,Central,0,0,98,353,550,827,440,764,817,691,545,543,461,330,169,68,25
Mobile money only,Post-Secondary Certificate,Greater Accra,0,0,182,1220,1554,2419,1546,2119,2588,2409,1862,1655,1175,731,347,131,50
Mobile money only,Post-Secondary Certificate,Volta,0,0,36,396,575,619,316,438,471,367,358,432,447,328,226,101,34
Mobile money only,Post-Secondary Certificate,Eastern,0,0,54,742,944,923,459,841,895,745,572,632,588,459,226,144,54
Mobile money only,Post-Secondary Certificate,Ashanti,0,0,178,930,1307,1511,1029,1624,1592,1355,950,983,821,563,272,123,53
Mobile money only,Post-Secondary Certificate,Western North,0,0,14,115,201,242,84,106,110,116,109,84,75,53,18,7,0
Mobile money only,Post-Secondary Certificate,Ahafo,0,0,6,33,124,126,58,161,158,77,57,57,63,32,18,6,1
Mobile money only,Post-Secondary Certificate,Bono,0,0,32,184,310,453,230,384,373,299,277,253,176,125,47,24,10
Mobile money only,Post-Secondary Certificate,Bono East,0,0,60,172,391,386,190,287,247,161,118,125,91,52,21,7,1
Mobile money only,Post-Secondary Certificate,Oti,0,0,72,121,189,190,55,130,112,79,72,93,62,66,36,14,12
Mobile money only,Post-Secondary Certificate,Northern,0,0,36,439,640,807,423,425,317,214,165,158,115,66,26,10,2
Mobile money only,Post-Secondary Certificate,Savannah,0,0,29,237,250,186,74,94,65,48,17,37,24,15,2,0,3
Mobile money only,Post-Secondary Certificate,North East,0,0,126,189,322,263,86,63,63,47,45,40,27,14,8,4,1
Mobile money only,Post-Secondary Certificate,Upper East,0,0,58,210,514,507,193,206,211,127,108,128,86,44,19,7,5
Mobile money only,Post-Secondary Certificate,Upper West,0,0,29,219,428,335,128,168,141,113,94,91,79,50,16,9,1
Mobile money only,Post-Secondary Diploma,Western,0,0,179,1568,3024,2510,1270,659,456,404,453,489,336,228,112,47,14
Mobile money only,Post-Secondary Diploma,Central,0,0,386,2900,4854,4246,2167,984,745,527,610,796,606,409,199,83,29
Mobile money only,Post-Secondary Diploma,Greater Accra,0,0,662,4928,7788,7286,4959,3102,2379,1854,1813,1947,1444,1013,490,228,82
Mobile money only,Post-Secondary Diploma,Volta,0,0,97,1549,3683,3103,1545,784,591,488,592,800,665,508,274,136,42
Mobile money only,Post-Secondary Diploma,Eastern,0,0,315,3555,6121,4350,2074,934,717,642,899,1130,882,695,360,199,67
Mobile money only,Post-Secondary Diploma,Ashanti,0,0,906,8377,13097,9107,4367,1915,1289,1212,1291,1682,1346,974,471,180,61
Mobile money only,Post-Secondary Diploma,Western North,0,0,262,1294,2559,1716,688,278,204,183,210,198,143,60,28,10,3
Mobile money only,Post-Secondary Diploma,Ahafo,0,0,101,642,1401,1016,412,149,133,123,142,169,144,64,33,10,5
Mobile money only,Post-Secondary Diploma,Bono,0,0,393,2306,3590,2621,1146,476,322,279,320,442,317,177,84,23,6
Mobile money only,Post-Secondary Diploma,Bono East,0,0,390,1879,3552,2679,1074,413,304,234,281,347,259,97,39,19,7
Mobile money only,Post-Secondary Diploma,Oti,0,0,141,465,1644,1343,575,254,174,136,166,198,162,90,41,15,7
Mobile money only,Post-Secondary Diploma,Northern,0,0,312,2641,4199,3188,1813,875,467,327,258,318,173,95,42,10,3
Mobile money only,Post-Secondary Diploma,Savannah,0,0,53,504,815,591,295,121,104,56,48,77,53,20,14,4,2
Mobile money only,Post-Secondary Diploma,North East,0,0,149,667,1401,917,435,165,109,68,93,94,51,27,11,3,1
Mobile money only,Post-Secondary Diploma,Upper East,0,0,275,1288,3496,2872,1169,433,218,175,170,247,183,89,38,6,5
Mobile money only,Post-Secondary Diploma,Upper West,0,0,137,1343,2524,1751,783,303,155,122,129,165,147,78,31,7,4
Mobile money only,Higher National Diploma (HND),Western,0,0,1181,9427,7462,6139,4171,2200,1407,1079,859,797,478,261,106,33,7
Mobile money only,Higher National Diploma (HND),Central,0,0,535,6122,5915,5501,3964,2008,1193,789,707,637,467,290,120,45,11
Mobile money only,Higher National Diploma (HND),Greater Accra,0,0,2142,19482,22886,23339,16503,10028,5799,3907,2819,2653,1780,997,457,163,43
Mobile money only,Higher National Diploma (HND),Volta,0,0,431,5229,3671,3034,1989,940,634,518,429,419,351,203,97,52,11
Mobile money only,Higher National Diploma (HND),Eastern,0,0,682,8212,6989,5907,3978,1794,961,679,643,615,483,272,166,63,20
Mobile money only,Higher National Diploma (HND),Ashanti,0,0,1360,13769,13801,12528,7991,3671,1906,1294,1098,1142,889,510,205,84,19
Mobile money only,Higher National Diploma (HND),Western North,0,0,91,1421,1147,1017,560,274,158,92,94,67,46,23,3,1,0
Mobile money only,Higher National Diploma (HND),Ahafo,0,0,36,1001,920,782,527,216,102,99,78,60,47,38,11,8,1
Mobile money only,Higher National Diploma (HND),Bono,0,0,277,4300,3249,2546,1591,770,390,224,193,195,136,62,22,6,1
Mobile money only,Higher National Diploma (HND),Bono East,0,0,103,2303,1717,1569,1051,355,195,97,85,94,38,33,8,7,2
Mobile money only,Higher National Diploma (HND),Oti,0,0,16,1339,710,631,402,181,70,63,54,53,44,36,15,5,3
Mobile money only,Higher National Diploma (HND),Northern,0,0,409,6133,5878,4846,2692,1336,691,359,216,175,95,43,16,4,5
Mobile money only,Higher National Diploma (HND),Savannah,0,0,66,1079,813,634,349,141,70,44,22,21,16,13,0,0,0
Mobile money only,Higher National Diploma (HND),North East,0,0,75,1255,830,646,298,99,36,35,19,19,10,5,2,0,1
Mobile money only,Higher National Diploma (HND),Upper East,0,0,212,3567,3050,2515,1322,490,245,113,89,92,63,27,8,3,0
Mobile money only,Higher National Diploma (HND),Upper West,0,0,121,2709,2135,1684,962,400,225,112,80,77,40,21,11,0,1
Mobile money only,Bachelor’s Degree,Western,0,0,2444,8991,10719,9699,6720,3511,2273,1438,1108,849,506,295,134,46,13
Mobile money only,Bachelor’s Degree,Central,0,0,4507,26266,21551,16611,10640,5689,3534,2015,1557,1429,869,499,190,86,32
Mobile money only,Bachelor’s Degree,Greater Accra,0,0,17143,72684,70310,58986,40193,23432,13579,8433,5944,5584,3528,2187,1095,469,169
